id,ibge,municipio,uf,estado,planos_municipais,destinacao_final,tipo_destinacao,possui_coleta_seletiva,coleta_participa_catadores,possui_catadores_regularizados,realizam_compostagem,participam_consorcio
100126129,261120,POÇÃO,PE,Pernambuco,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100126130,261130,POMBOS,PE,Pernambuco,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100126131,261140,PRIMAVERA,PE,Pernambuco,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,,Não,Nulo,Sim
100126132,261150,QUIPAPÁ,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126133,261153,QUIXABA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126134,261160,RECIFE,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126135,261170,RIACHO DAS ALMAS,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126136,261180,RIBEIRÃO,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126137,261190,RIO FORMOSO,PE,Pernambuco,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,,Sim,Não,Sim
100126138,261200,SAIRÉ,PE,Pernambuco,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Sim,Não
100126139,261210,SALGADINHO,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Sim,,Não,Não,Em processo
100126140,261220,SALGUEIRO,PE,Pernambuco,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100126141,261230,SALOÁ,PE,Pernambuco,Finalizado,Em outro Município,Nulo,Não,,Não,Não,Sim
100126142,261240,SANHARÓ,PE,Pernambuco,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Sim,Não
100126143,261245,SANTA CRUZ,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126144,261247,SANTA CRUZ DA BAIXA VERDE,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126145,261250,SANTA CRUZ DO CAPIBARIBE,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Sim,,Sim,Não,Sim
100126146,261255,SANTA FILOMENA,PE,Pernambuco,Não soube informar,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100126147,261260,SANTA MARIA DA BOA VISTA,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126148,261270,SANTA MARIA DO CAMBUCÁ,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Não,Sim
100126149,261280,SANTA TEREZINHA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126150,261290,SÃO BENEDITO DO SUL,PE,Pernambuco,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100126151,261300,SÃO BENTO DO UNA,PE,Pernambuco,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100126152,261310,SÃO CAETANO,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126153,261320,SÃO JOÃO,PE,Pernambuco,Não Iniciado,Em outro Município,Nulo,Não,,Nulo,Não,Sim
100126154,261330,SÃO JOAQUIM DO MONTE,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126155,261340,SÃO JOSÉ DA COROA GRANDE,PE,Pernambuco,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100126156,261350,SÃO JOSÉ DO BELMONTE,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126157,261360,SÃO JOSÉ DO EGITO,PE,Pernambuco,Não soube informar,Não soube informar,Outro,Não,Nulo,Sim,Não,Não
100126158,261370,SÃO LOURENÇO DA MATA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126159,261380,SÃO VICENTE FERRER,PE,Pernambuco,Em Elaboração,Em outro Município,Nulo,Sim,,Nulo,Sim,Em processo
100126160,261390,SERRA TALHADA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126161,261400,SERRITA,PE,Pernambuco,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126162,261410,SERTÂNIA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126163,261420,SIRINHAÉM,PE,Pernambuco,Em Elaboração,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126164,261440,SOLIDÃO,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126165,261450,SURUBIM,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,,Não,Sim,Sim
100126166,261460,TABIRA,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126167,261470,TACAIMBÓ,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126168,261480,TACARATU,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126169,261485,TAMANDARÉ,PE,Pernambuco,Em Elaboração,Em outro Município,Nulo,Sim,,Sim,Não,Sim
100126170,261500,TAQUARITINGA DO NORTE,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126171,261510,TEREZINHA,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Sim,,Nulo,Não,Não
100126172,261520,TERRA NOVA,PE,Pernambuco,Em Elaboração,Em outro Município,Lixão,Sim,Sim,Sim,Não,Não
100126173,261530,TIMBAÚBA,PE,Pernambuco,Finalizado,No próprio Município,Lixão,Sim,,Sim,Não,Não
100126174,261540,TORITAMA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126175,261550,TRACUNHAÉM,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126176,261560,TRINDADE,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Não
100126177,261570,TRIUNFO,PE,Pernambuco,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100126178,261580,TUPANATINGA,PE,Pernambuco,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Não,Não,Nulo
100126179,261590,TUPARETAMA,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126180,261600,VENTUROSA,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100126181,261610,VERDEJANTE,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Sim,,Não,Não,Não
100126182,261618,VERTENTE DO LÉRIO,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100126183,261620,VERTENTES,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126184,261630,VICÊNCIA,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Não
100126185,261640,VITÓRIA DE SANTO ANTÃO,PE,Pernambuco,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100126186,260350,CAMOCIM DE SÃO FÉLIX,PE,Pernambuco,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100126187,260030,AGRESTINA,PE,Pernambuco,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100126188,261650,XEXÉU,PE,Pernambuco,Em Elaboração,Em outro Município,Nulo,Sim,,Nulo,Sim,Não
100126999,260545,FERNANDO DE NORONHA,PE,Pernambuco,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127001,270010,ÁGUA BRANCA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127002,270020,ANADIA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100127003,270030,ARAPIRACA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Sim
100127004,270040,ATALAIA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127005,270050,BARRA DE SANTO ANTÔNIO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127006,270060,BARRA DE SÃO MIGUEL,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Em processo
100127007,270070,BATALHA,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Não,,Nulo,Não,Sim
100127008,270080,BELÉM,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Sim,,Nulo,Não,Sim
100127009,270090,BELO MONTE,AL,Alagoas,Em Elaboração,Nulo,Nulo,Não,,Nulo,Não,Sim
100127010,270100,BOCA DA MATA,AL,Alagoas,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127011,270110,BRANQUINHA,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Sim,,Não,Não,Sim
100127012,270120,CACIMBINHAS,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Nulo,Não,Sim
100127013,270130,CAJUEIRO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127014,270135,CAMPESTRE,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Não,,Nulo,Não,Sim
100127015,270140,CAMPO ALEGRE,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Sim,Sim,Sim,Sim,Sim
100127016,270150,CAMPO GRANDE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127017,270160,CANAPI,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127018,270170,CAPELA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127019,270180,CARNEIROS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127020,270190,CHÃ PRETA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100127021,270200,COITÉ DO NÓIA,AL,Alagoas,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127022,270210,COLÔNIA LEOPOLDINA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127023,270220,COQUEIRO SECO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127024,270230,CORURIPE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127025,270235,CRAÍBAS,AL,Alagoas,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127026,270240,DELMIRO GOUVEIA,AL,Alagoas,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Não,Sim
100127027,270250,DOIS RIACHOS,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127028,270255,ESTRELA DE ALAGOAS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127029,270260,FEIRA GRANDE,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Em processo
100127030,270270,FELIZ DESERTO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127031,270280,FLEXEIRAS,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127032,270290,GIRAU DO PONCIANO,AL,Alagoas,Nulo,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100127033,270300,IBATEGUARA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127034,270310,IGACI,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127035,270320,IGREJA NOVA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127036,270330,INHAPI,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não soube informar
100127037,270340,JACARÉ DOS HOMENS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127038,270350,JACUÍPE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127039,270360,JAPARATINGA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127040,270370,JARAMATAIA,AL,Alagoas,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100127041,270380,JOAQUIM GOMES,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,,Não,Sim,Não
100127042,270390,JUNDIÁ,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127043,270400,JUNQUEIRO,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Sim
100127044,270410,LAGOA DA CANOA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Sim,,Não,Não,Em processo
100127045,270420,LIMOEIRO DE ANADIA,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,,Nulo,Não,Sim
100127046,270430,MACEIÓ,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127047,270440,MAJOR ISIDORO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Não,Em processo
100127048,270490,MAR VERMELHO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100127049,270450,MARAGOGI,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Sim,,Não,Sim,Não
100127050,270460,MARAVILHA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127051,270470,MARECHAL DEODORO,AL,Alagoas,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100127052,270480,MARIBONDO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Não
100127053,270500,MATA GRANDE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127054,270510,MATRIZ DE CAMARAGIBE,AL,Alagoas,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,,Não,Sim,Em processo
100127055,270520,MESSIAS,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100127056,270530,MINADOR DO NEGRÃO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100127057,270540,MONTEIRÓPOLIS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127058,270550,MURICI,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127059,270560,NOVO LINO,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Não,,Não,Não,Sim
100127060,270570,OLHO D´ÁGUA DAS FLORES,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127061,270580,OLHO D´ÁGUA DO CASADO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Sim,Não,Sim,Não soube informar,Sim
100127062,270590,OLHO D´ÁGUA GRANDE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127063,270600,OLIVENÇA,AL,Alagoas,Não Iniciado,No próprio Município,Aterro Sanitário,Não,,Nulo,Não,Sim
100127064,270610,OURO BRANCO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127065,270620,PALESTINA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127066,270630,PALMEIRA DOS ÍNDIOS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127067,270640,PÃO DE AÇÚCAR,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Em processo
100127068,270642,PARICONHA,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127069,270644,PARIPUEIRA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100127070,270650,PASSO DE CAMARAGIBE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127071,270660,PAULO JACINTO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127072,270670,PENEDO,AL,Alagoas,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100127073,270680,PIAÇABUÇU,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127074,270690,PILAR,AL,Alagoas,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Sim,Sim
100127075,270700,PINDOBA,AL,Alagoas,Não Iniciado,Em outro Município,Nulo,Não,,Nulo,Não,Sim
100127076,270710,PIRANHAS,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Sim,,Sim,Sim,Sim
100127077,270720,POÇO DAS TRINCHEIRAS,AL,Alagoas,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127078,270730,PORTO CALVO,AL,Alagoas,Não soube informar,No próprio Município,Lixão,Sim,Não,Não,Não,Não
100127079,270740,PORTO DE PEDRAS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127080,270750,PORTO REAL DO COLÉGIO,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127081,270760,QUEBRANGULO,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127082,270770,RIO LARGO,AL,Alagoas,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100127083,270780,ROTEIRO,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100127084,270790,SANTA LUZIA DO NORTE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127085,270800,SANTANA DO IPANEMA,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127086,270810,SANTANA DO MUNDAÚ,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127087,270820,SÃO BRÁS,AL,Alagoas,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100127088,270830,SÃO JOSÉ DA LAJE,AL,Alagoas,Em Elaboração,No próprio Município,Outro,Não,Nulo,Sim,Não,Sim
100127089,270840,SÃO JOSÉ DA TAPERA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127090,270850,SÃO LUÍS DO QUITUNDE,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127091,270860,SÃO MIGUEL DOS CAMPOS,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127092,270870,SÃO MIGUEL DOS MILAGRES,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100127093,270880,SÃO SEBASTIÃO,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Sim,,Nulo,Não,Em processo
100127094,270890,SATUBA,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Não,,Não,Não,Sim
100127095,270895,SENADOR RUI PALMEIRA,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Nulo,Não,Sim
100127096,270900,TANQUE D´ARCA,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100127097,270910,TAQUARANA,AL,Alagoas,Não Iniciado,No próprio Município,Lixão,Não,,Não,Não,Sim
100127098,270915,TEOTÔNIO VILELA,AL,Alagoas,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100127099,270920,TRAIPU,AL,Alagoas,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Sim
100127100,270930,UNIÃO DOS PALMARES,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127101,270940,VIÇOSA,AL,Alagoas,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100127102,270375,JEQUIÁ DA PRAIA,AL,Alagoas,Em Elaboração,Em outro Município,Nulo,Sim,,Nulo,Nulo,Nulo
100128001,280010,AMPARO DE SÃO FRANCISCO,SE,Sergipe,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100128002,280020,AQUIDABÃ,SE,Sergipe,Finalizado,Em outro Município,Nulo,Não,,Não,Não,Sim
100128003,280030,ARACAJU,SE,Sergipe,Em Elaboração,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128004,280040,ARAUÁ,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128005,280050,AREIA BRANCA,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128006,280060,BARRA DOS COQUEIROS,SE,Sergipe,Em Elaboração,Em outro Município,Nulo,Sim,,Sim,Não,Não
100128007,280067,BOQUIM,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100128008,280070,BREJO GRANDE,SE,Sergipe,Em Elaboração,Em outro Município,Nulo,Não,,Sim,Não,Sim
100128009,280100,CAMPO DO BRITO,SE,Sergipe,Finalizado,No próprio Município,Lixão,Sim,,Não,Não,Sim
100128010,280110,CANHOBA,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128011,280120,CANINDÉ DE SÃO FRANCISCO,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100128012,280130,CAPELA,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128013,280140,CARIRA,SE,Sergipe,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Não
100128014,280150,CARMÓPOLIS,SE,Sergipe,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100128015,280160,CEDRO DE SÃO JOÃO,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128016,280170,CRISTINÁPOLIS,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Sim,,Nulo,Sim,Em processo
100128017,280190,CUMBE,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100128018,280200,DIVINA PASTORA,SE,Sergipe,Finalizado,Em outro Município,Nulo,Não,,Sim,Não,Sim
100128019,280210,ESTÂNCIA,SE,Sergipe,Nulo,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100128020,280220,FEIRA NOVA,SE,Sergipe,Em Elaboração,Em outro Município,Nulo,Não,,Não,Não,Sim
100128021,280230,FREI PAULO,SE,Sergipe,Em Elaboração,Em outro Município,Lixão,Sim,Não,Sim,Sim,Não
100128022,280240,GARARU,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Sim,Sim
100128023,280250,GENERAL MAYNARD,SE,Sergipe,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100128024,280260,GRACHO CARDOSO,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100128025,280270,ILHA DAS FLORES,SE,Sergipe,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100128026,280280,INDIAROBA,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100128027,280290,ITABAIANA,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100128028,280300,ITABAIANINHA,SE,Sergipe,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100128029,280310,ITABI,SE,Sergipe,Finalizado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100128030,280320,ITAPORANGA D´AJUDA,SE,Sergipe,Não Iniciado,No próprio Município,Lixão,Não,,Não,Não,Sim
100128031,280330,JAPARATUBA,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Sim
100128032,280340,JAPOATÃ,SE,Sergipe,Finalizado,Em outro Município,Outro,Não,Nulo,Sim,Não,Sim
100128033,280350,LAGARTO,SE,Sergipe,Não Iniciado,No próprio Município,Lixão,Não,Nulo,Sim,Não,Sim
100128034,280360,LARANJEIRAS,SE,Sergipe,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100128035,280370,MACAMBIRA,SE,Sergipe,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Sim,Não
100128036,280380,MALHADA DOS BOIS,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128037,280390,MALHADOR,SE,Sergipe,Não soube informar,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não soube informar,Não soube informar
100128038,280400,MARUIM,SE,Sergipe,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100128039,280410,MOITA BONITA,SE,Sergipe,Finalizado,No próprio Município,Lixão,Sim,Sim,Sim,Não,Sim
100128040,280420,MONTE ALEGRE DE SERGIPE,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128041,280430,MURIBECA,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,,Sim,Não,Sim
100128042,280440,NEÓPOLIS,SE,Sergipe,Não Iniciado,No próprio Município,Lixão,Sim,,Sim,Não,Não
100128043,280445,NOSSA SENHORA APARECIDA,SE,Sergipe,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,,Não,Não,Sim
100128044,280450,NOSSA SENHORA DA GLÓRIA,SE,Sergipe,Em Elaboração,No próprio Município,Lixão,Não,,Não,Não,Sim
100128045,280460,NOSSA SENHORA DAS DORES,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128046,280470,NOSSA SENHORA DE LOURDES,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128047,280480,NOSSA SENHORA DO SOCORRO,SE,Sergipe,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100128048,280490,PACATUBA,SE,Sergipe,Nulo,Nulo,Nulo,Nulo,,Nulo,Nulo,Nulo
100128049,280500,PEDRA MOLE,SE,Sergipe,Finalizado,No próprio Município,Lixão,Não,Nulo,Não,Não,Sim
100128050,280510,PEDRINHAS,SE,Sergipe,Em Elaboração,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100128051,280520,PINHÃO,SE,Sergipe,Em Elaboração,Em outro Município,Nulo,Não,,Não,Não,Sim
